features.source_id;features.p2p_scatter_over_mad;features.small_kurtosis;features.n_points;features.freq3_harmonics_rel_phase_2;features.p2p_scatter_2praw;features.freq_signif_ratio_31;features.beyond1std;features.freq1_harmonics_rel_phase_0;features.freq1_harmonics_rel_phase_1;features.freq1_harmonics_rel_phase_2;features.max_slope;features.freq1_harmonics_amplitude_2;features.freq1_harmonics_amplitude_3;features.freq1_harmonics_amplitude_0;features.freq1_harmonics_amplitude_1;features.qso_log_chi2nuNULL_chi2nu;features.freq2_harmonics_freq_0;features.freq3_harmonics_amplitude_1;features.percent_difference_flux_percentile;features.qso_log_chi2_qsonu;features.flux_percentile_ratio_mid20;features.freq1_harmonics_rel_phase_3;features.flux_percentile_ratio_mid80;features.freq3_harmonics_freq_0;features.min;features.skew;features.median_buffer_range_percentage;features.freq_amplitude_ratio_21;features.fold2P_slope_90percentile;features.freq_varrat;features.median_absolute_deviation;features.flux_percentile_ratio_mid35;features.freq2_harmonics_amplitude_1;features.freq2_harmonics_amplitude_0;features.freq2_harmonics_rel_phase_0;features.freq2_harmonics_amplitude_2;features.freq2_harmonics_rel_phase_3;features.freq2_harmonics_rel_phase_2;features.freq2_harmonics_rel_phase_1;features.freq_frequency_ratio_31;features.freq3_harmonics_amplitude_2;features.freq_signif_ratio_21;features.freq2_harmonics_amplitude_3;features.freq3_harmonics_amplitude_3;features.freq1_harmonics_freq_0;features.flux_percentile_ratio_mid65;features.freq_signif;features.freq_y_offset;features.freq_frequency_ratio_21;features.linear_trend;features.std;features.scatter_res_raw;features.max;features.weighted_average;features.fold2P_slope_10percentile;features.median;features.flux_percentile_ratio_mid50;features.percent_amplitude;features.freq3_harmonics_rel_phase_3;features.freq3_harmonics_rel_phase_0;features.freq3_harmonics_rel_phase_1;features.freq3_harmonics_amplitude_0;features.medperc90_2p_p;features.amplitude;features.p2p_scatter_pfold_over_mad;features.p2p_ssqr_diff_over_var;features.freq_amplitude_ratio_31;features.stetson_j;features.stetson_k;sources.original_source_id;sources.noisification;sources.noise_args;sources.true_period;sources.classification;sources.survey;sources.c1;sources.c2;sources.e1;sources.e2
743;1.21667273993;-0.11293158319;200.0;0.388341970115;0.907663265508;0.308245472914;0.0;0.0;-2.92271970104;-1.70569198852;167.0;0.0747966718575;0.0648381271315;0.37786933515;0.0999068500068;-0.0854308338296;3.62154327427;0.0514626324385;1.05813900833;5.07168228236;0.115449339507;1.50905674573;0.925077910001;14.3971755975;2.4765847856;-0.537272638272;0.305;0.194519061196;2.63159651831;0.0999715476136;0.218510393137;0.259572835248;0.0870270173144;0.0735027883281;2.45837985535;0.0708944127618;1.97304408017;-0.758365471623;2.1439156314;10.89951874;0.023630240086;0.512926705955;0.0281837555531;0.0160470647637;1.32090011871;0.780658545876;10.6049147192;-0.185839531403;2.74172378591;-4.90098869845e-05;0.328805012836;1.27138991867;3.51130689044;3.24467164383;-3.7451434496;3.17147518003;0.653407664354;0.896514457541;0.690770404855;-0.984282228755;0.821997041651;0.0693353253886;0.995185235961;0.517361052423;1.22194673547;2.11641467806;0.183490214577;2.18894907761;0.951236589655;743;identity;[];1.48914368001;detached;Synthetic;0.0;0.0;0.0;0.
744;1.83249579202;6.05983745981;200.0;2.99529665486;0.862833347869;0.567249938559;0.0;1.81898940355e-12;1.50210878348;2.71357497148;104.0;0.0911346316978;0.075944889559;0.266385134478;0.0960540038049;-0.11195119808;9.87161241577;0.0315271350978;0.916111104197;3.30876948053;0.0407865263777;-1.44173106494;0.450230009299;18.672636858;1.9011368066;-2.20502563388;0.74;0.622259260105;15.6354788922;0.25219387883;0.0639848090529;0.0925372905586;0.00884507874968;0.165760616683;1.68984730832;0.0743407429073;0.587357326776;1.91733591673;-2.9922088915;3.04328469351;0.00729593136205;0.590560029741;0.0392661804293;0.0376371596246;6.13568520154;0.198957988741;9.29902927838;-0.17917730812;1.60888508643;4.94922659332e-05;0.217248969711;2.09019518054;3.09025648931;2.78200698116;-13.2981545648;2.79480772719;0.12858330331;1.27755235068;2.74151242563;1.27393397488;2.48297738851;0.112017396193;1.18562963797;0.594559841354;1.90839518099;2.02741448822;0.420509186491;0.312650520853;0.707367517423;744;identity;[];6.79501664524;detached;Synthetic;0.0;0.0;0.0;0.
745;1.16521843587;-0.902094841681;200.0;-2.87908854445;0.00808618790332;0.434018231499;0.295;-1.13686837722e-13;0.221139357669;0.309273659202;193.0;0.0232027207288;0.0842079631142;3.1404165713;0.0631254266421;-0.0607209437837;16.8830885294;0.0288713514793;16.3324095059;7.35773554023;0.09419808076;-0.787161051579;0.89913906167;18.0835987786;-0.949521548184;0.0165405336808;0.11;0.0258929678205;2.48102831622;0.000203243172658;2.41121815446;0.275345462099;0.0289048844625;0.0813147052235;2.82886841658;0.0322196115238;2.42336133684;-1.8219481993;0.58697774725;138.28539823;0.0193555343567;0.739521326203;0.0190457699311;0.0148383916289;0.130770124757;0.708602370814;11.2309785289;-1.53109829046;129.105088496;-2.77948141049e-06;2.27779976284;0.0525660923405;5.6531406679;3.96012148898;-2.47041172213;2.27121518681;0.534786941817;18.4220332817;2.46942086769;-1.94724431257;3.10725262945;0.0718023656191;1.03475178123;3.30133110804;0.0806721908453;2.2740180265;0.0228639621493;20.2963676739;1.11585257942;745;identity;[];7.6478132744;sinusoidal;Synthetic;0.0;0.0;0.0;0.
746;1.00848554607;-1.18246996228;200.0;1.22166737734;0.015964565202;0.437069734104;0.605;0.0;2.57961164054;-0.866954354162;167.0;0.148243607596;0.114383678508;4.7088900154;0.153980235185;0.123212020927;6.836599999;0.0452313195521;97.8996401114;6.84749763131;0.0213142805475;-2.85440194805;0.748712364211;1.96062547142;-2.9331164397;-0.114578968342;0.1;0.0428689112277;518.33516352;0.000689029119367;2.92580266579;0.0588278614757;0.0323196299558;0.201864988051;-2.19059444224;0.00744994913343;1.0329959382;-2.05992164395;2.54581762748;0.100633677535;0.0689857623463;0.617426789635;0.0443386189203;0.0557806617042;19.4827966089;0.290412461862;11.2826401757;0.983004538288;0.350904448485;3.99818583354e-05;3.18526677887;0.0713412146711;7.65187934062;1.40658324769;-600.384340248;2.69578620353;0.141338574108;177.468287878;2.85054211123;0.124226170563;-0.493646280058;0.12158842246;1.0471886872;5.29249789016;0.115409385501;1.73422243324;0.0258210368182;27.9573979804;1.0965814328;746;identity;[];0.0513273856516;sinusoidal;Synthetic;0.0;0.0;0.0;0.
747;1.73152741243;-0.428293675756;200.0;0.131508626776;0.982603911142;0.325525418127;0.0;0.0;-3.13483846014;-2.10451699907;150.0;0.116047905966;0.0837357463276;0.371578724565;0.141885144923;-0.0723799190509;18.4474354065;0.0650045858366;1.81432264555;4.38316104958;0.163172419046;-1.25860246508;0.831348321609;0.605496670488;1.77337204127;-0.621979439517;0.365;0.574780861418;7.18888429401;0.0866526009487;0.227842719943;0.316838584804;0.0505654299083;0.21357633939;1.96600366005;0.0583325205166;-0.749402311083;-2.96339570296;0.266003611999;0.167946153011;0.0414084421741;0.516073919271;0.0289205187456;0.0989299414823;3.60530241171;0.687592482853;10.6462034846;-0.116346262592;5.11675119031;-2.16555052642e-06;0.453491702327;1.14406086168;3.37960820957;2.87431125248;-12.7369840572;2.99582403916;0.515463263527;2.08305164068;-1.13513175397;-1.09610776645;-1.73575172113;0.123568904206;1.06340162836;0.803118084149;1.94025265727;1.96615756742;0.332551074743;3.28517422774;0.896358152757;747;identity;[];3.30299405521;detached;Synthetic;0.0;0.0;0.0;0.
748;1.70336799323;4.63365021924;200.0;-0.937112660083;1.04877324807;0.225256666384;0.0;0.0;1.50044172466;1.99194897631;109.0;0.0536179961042;0.0491061925081;0.253737792038;0.148120850593;0.145833738655;2.79806701768;0.034605776415;0.789999331095;3.94097791616;0.0273677889039;2.53843409609;0.539813643482;3.53040655567;1.32352369557;-1.9992901143;0.73;0.275689495805;1.60645931858;0.0593484701286;0.0349222492632;0.0482680155733;0.0404031177722;0.0699528439536;-2.24853671077;0.0130224318091;0.646139211814;2.8253533118;1.9248446831;4.14230581073;0.00379683006969;0.306800660838;0.0218861416219;0.0390962832465;0.852280521281;0.279279528072;10.3260363469;-0.144721162762;3.28303527749;1.89830602851e-06;0.18955190589;3.11097250774;2.11706401506;2.02351195531;-1.54218863249;2.01223920619;0.100819600804;0.885759065721;-2.88768692183;-1.55521258952;2.15221335712;0.103931578699;0.997199575472;0.396770159748;1.83685327212;1.75719790335;0.409602282199;0.108578956065;0.691955895072;748;identity;[];6.62929365775;detached;Synthetic;0.0;0.0;0.0;0.
749;2.14057318692;-1.60940020288;200.0;2.66837652542;0.0276956522923;0.230915102022;0.0;4.54747350886e-13;1.31572210084;1.37690702505;23.0;0.0214147049297;0.0478932825696;0.253330455686;0.133185541544;0.131304878727;0.855729277172;0.00609936671207;0.738000015995;4.19771165234;0.114153760592;2.06970606881;0.797808570324;0.777922129981;3.96646734711;-1.13267463332;0.54;0.319915051484;1.06319790923;0.00441199473273;0.0673098651296;0.23957714969;0.0347525767258;0.0810442257731;-2.28216744055;0.0259291463663;-0.643881015565;-2.58971812883;-0.19695701669;1.36349358695;0.0157061358394;0.449262072553;0.0188800973552;0.00274127830807;0.570535965426;0.503214075319;11.5247578136;0.318495033031;1.49986912137;-1.0222657587e-06;0.203546381253;0.841829632075;4.73875031552;4.1577961773;-1.20967791262;4.59891626472;0.382978914236;0.790521610487;-2.33272838925;1.92507574953;-2.02538907994;0.0376432406488;0.373597798225;0.386141484208;0.632284877136;2.0045435944;0.148593427296;0.674608651088;0.893003041889;749;identity;[];3.50550018124;detached;Synthetic;0.0;0.0;0.0;0.
750;1.19654295675;-1.09698027805;200.0;2.28574651205;0.00981134774892;0.336496976926;0.345;0.0;2.50736558198;-2.41387935388;98.0;0.0185267287413;0.00866157541062;2.52032158077;0.0290184881014;-0.220495297918;1.6126290449;0.000995492819576;10.9788103044;7.16681856143;0.170397644515;-1.97003188231;0.885639110173;1.55654862512;1.06776301389;-0.0634598033871;0.105;0.0186128588797;2.40058315064;5.38615948143e-05;1.80012572507;0.336340880745;0.00173707075438;0.0469103899143;-2.80503841171;0.00881465830976;-2.99983622257;-2.68648772397;2.52466893467;9.34396955504;0.00407848711717;0.681462713016;0.0123462533775;0.00757555476916;0.166583229531;0.749094578836;11.3264083102;-0.766562275525;9.6806206089;2.44295195363e-05;1.82554687109;0.043356728415;6.51000064988;4.66481651943;-2.3869668846;3.97545060172;0.464713228176;13.5571056893;-0.601701552679;0.98002205514;-2.16842509405;0.015565528356;0.873776777261;2.72111881799;0.066525729581;2.17908214687;0.00617600883743;16.6378772774;1.13904250495;750;identity;[];6.00278398761;sinusoidal;Synthetic;0.0;0.0;0.0;0.
751;1.23423012809;-0.610679566974;200.0;-2.71158748887;0.0495144642939;0.295456688289;0.065;0.0;-1.59340096457;0.680682629998;133.0;0.0708668413752;0.0154631734126;0.510243533263;0.113070418964;-0.141966095189;19.7676914421;0.00829780731107;1.00311936672;4.40345294574;0.199096880898;-3.1377064587;0.902342117501;0.406656684512;1.04806581481;0.0832251357381;0.265;0.139959435272;5.01485635398;0.00355082487983;0.305510571463;0.402110469324;0.027957907935;0.0714133967668;-2.57776171152;0.0170276553003;-2.76522463173;1.03602131155;-1.02635592802;0.265805429451;0.012436248949;0.555697788222;0.0194142954017;0.00781649049646;1.52990360412;0.719780796454;11.151338328;0.294866767304;12.9208738308;1.624529328e-06;0.383255277246;0.270311135348;2.60050784622;1.57423895602;-4.53991187565;1.80024953577;0.593460375113;0.999279387178;1.85218213156;-2.12630652805;-0.786739493875;0.0243056569866;0.620192344219;0.776221015702;0.403061738325;2.02912838019;0.0476354042767;2.91280382742;1.0512545293;751;identity;[];1.30727122817;detached;Synthetic;0.0;0.0;0.0;0.
752;1.59140584222;4.28066440617;200.0;-0.144392968959;0.962762407026;0.178562583156;0.0;0.0;2.21869864056;-2.20072985988;142.0;0.159964842075;0.0780044308304;0.239024218367;0.176212769981;-0.123394160873;7.76959199062;0.0776088791701;1.37976845422;4.10090621519;0.0365303622923;-0.0537403735216;0.700596450306;2.33566998192;2.07178654608;-1.89344043381;0.73;0.62285512241;44.6131319146;0.170092661277;0.0834354002564;0.0741631706726;0.060871881474;0.14887745879;2.2097208576;0.0311596288824;-0.867135571802;0.724117985509;2.47000499642;0.151591429433;0.056405205903;0.516383048278;0.0525145471523;0.0422764014361;15.4076651342;0.263626208534;9.43515622941;-0.140377957274;0.504267968114;-0.000247248345229;0.32102792961;2.31949624337;3.55374903878;3.35550710897;-38.460852976;3.33123155236;0.112702150839;2.18990685965;-1.82624891762;3.04031305635;1.25002516698;0.0882099680903;0.907525694831;0.740981246354;1.74984460568;2.05421625891;0.369041968605;1.03310001667;0.700768022346;752;identity;[];6.13552969775;detached;Synthetic;0.0;0.0;0.0;0.
753;1.0961237794;-0.960888911505;200.0;-2.39332410284;0.0147507814703;0.460538292707;0.63;0.0;1.37250817904;2.19464020971;159.0;0.106350729264;0.0907480147835;3.14343721556;0.0731262041563;-0.149451427276;0.252857620704;0.0759529152472;21.9375740057;7.1906087281;0.094903237815;0.944935680577;0.840239819865;4.75827436678;-1.1748823537;-0.0869322760977;0.095;0.0301283450379;4.84984819301;0.00114258447748;2.1189085966;0.187733519956;0.0350061974809;0.0947065610354;2.35364491063;0.0493507867841;0.769656110367;-1.58625074778;2.90117063199;18.7843575419;0.0534913442175;0.511750887916;0.0176152224101;0.0288843937527;0.253310466231;0.628525331046;11.2090740134;1.34338988599;0.998212290503;-0.000134138455073;2.19759225059;0.078208597501;5.70750329737;0.792957113009;-4.77138421735;2.47121517493;0.357491581717;27.7368401003;-1.14466187604;2.34921031829;-2.56287725116;0.0966123017492;0.987865898227;3.44119282553;0.143807197103;2.13656307525;0.0307346051866;19.6408237488;1.10979400962;753;identity;[];3.94729483895;sinusoidal;Synthetic;0.0;0.0;0.0;0.
754;1.12321240065;-0.639347686114;200.0;0.0634549143989;0.00777674714675;0.254623858859;0.515;0.0;2.53316137376;2.5077353946;29.0;0.00436099321411;0.0219378479461;2.28957089839;0.018154457824;0.175895221609;0.49315826923;0.00530442163289;5.38660901764;6.80210488418;0.190147028496;-0.467177584738;0.844703071977;1.84112795652;-0.39101470221;0.172271473895;0.14;0.0138570431988;6.77212945395;0.000207069046443;1.51784998622;0.373104915048;0.0119127357451;0.0317266828458;-0.237800941195;0.00914581708373;-1.9271878006;1.73596422682;0.860426738816;3.73547208585;0.00529543055392;0.472814874903;0.0166582648403;0.00203745573088;0.492876914672;0.727818056106;11.4435354892;1.23667743615;1.00057084142;4.46749522843e-06;1.59615905406;0.0456626960845;4.5361237777;0.828156510149;-6.64079061955;1.6153569485;0.562964898309;5.34671008359;0.690821492837;-2.92208391166;1.85486283775;0.0142181256686;0.995059206559;2.46356923996;0.0768757520998;2.18551204616;0.00620995212624;14.3622085657;1.04610268321;754;identity;[];2.02888307993;sinusoidal;Synthetic;0.0;0.0;0.0;0.
